Company,LOB,Date,Currency,State,NetEarnedPremium_MUSD,NetWrittenPremium_MUSD,GrossWrittenPremium_MUSD,ClaimPaid_MUSD,LAE_MUSD,LossRatio_Pct,Expenses_MUSD,Retention_Ratio_Pct,Combined_Ratio_Pct,AvgSettlementDays,LitigationRate_Pct,ClaimSettlementRatio_Pct,RenewalRate_Pct,NewPoliciesIssued_Pct
Summit Peak Casualty,Workers Comp,12/31/2024,USD,WA,68,69,81,45,4,72.1,16,85.19,95.59,374,11.6,96.86,-1.47,0.21
Vista National Insurance,Commercial Auto,12/31/2023,USD,CA,462,476,518,321,37,77.5,138,91.89,107.36,39,9.93,89,8.75,2.5
Vista National Insurance,Commercial Auto,12/31/2024,USD,CA,327,337,354,215,21,72.2,92,95.2,100.31,23,9.35,94.29,8.35,9.06
Vista National Insurance,Commercial Auto,12/31/2023,USD,FL,534,550,599,371,43,77.5,146,91.82,104.87,36,10.03,89.31,8.27,2.05
Vista National Insurance,Commercial Auto,12/31/2024,USD,FL,1179,1214,1276,776,77,72.3,291,95.14,97.03,27,11.51,91.09,10.95,7.37
Vista National Insurance,Commercial Auto,12/31/2023,USD,MA,140,144,156,97,11,77.1,30,92.31,98.57,36,14.46,92.14,9.78,2.56
Vista National Insurance,Commercial Auto,12/31/2024,USD,MA,255,263,277,168,17,72.5,74,94.95,101.57,26,6.8,93.01,9.63,7.08
Vista National Insurance,Commercial Auto,12/31/2023,USD,MD,611,629,684,425,49,77.6,143,91.96,100.98,36,10.92,93.68,9.3,2.59
Vista National Insurance,Commercial Auto,12/31/2024,USD,MD,70,72,76,46,5,72.9,14,94.74,92.86,26,12.16,94.74,11.33,5.16
Vista National Insurance,Commercial Auto,12/31/2023,USD,NC,1558,1605,1746,1083,125,77.5,365,91.92,100.96,32,10.33,89,10.47,2
Vista National Insurance,Commercial Auto,12/31/2024,USD,NC,251,259,273,165,16,72.1,70,94.87,100,25,8.9,94.65,10.26,8.94
Vista National Insurance,Commercial Auto,12/31/2023,USD,NJ,19,20,23,13,1,73.7,5,86.96,100,34,7.05,91.72,8.55,2.88
Vista National Insurance,Commercial Auto,12/31/2024,USD,NJ,321,331,348,211,21,72.3,88,95.11,99.69,18,10.65,90.7,10.22,5.98
Vista National Insurance,Commercial Auto,12/31/2023,USD,NY,333,343,373,232,27,77.8,93,91.96,105.71,38,8.4,92.61,10.7,2.6
Vista National Insurance,Commercial Auto,12/31/2024,USD,NY,979,1008,1060,644,64,72.3,217,95.09,94.48,18,5.48,91.6,9.13,6.68
Vista National Insurance,Commercial Auto,12/31/2023,USD,OR,9,10,12,6,1,77.8,3,83.33,111.11,42,10.41,93.01,11.07,2.75
Vista National Insurance,Commercial Auto,12/31/2024,USD,OR,27,28,30,18,2,74.1,7,93.33,100,18,9.71,93.26,8.61,9.09
Vista National Insurance,Commercial Auto,12/31/2023,USD,VA,382,393,428,266,31,77.7,101,91.82,104.19,41,9.63,91.64,8.72,2.48
Vista National Insurance,Commercial Auto,12/31/2024,USD,VA,175,180,189,115,11,72,35,95.24,92,23,10.99,91.03,11.45,7.15
Vista National Insurance,Commercial Auto,12/31/2023,USD,WA,62,64,70,43,5,77.4,19,91.43,108.06,41,5.26,91.92,8.08,2.62
Vista National Insurance,Commercial Auto,12/31/2024,USD,WA,179,184,194,118,12,72.6,41,94.85,95.53,25,6.84,91.61,8.02,9.53
Vista National Insurance,Homeowners,12/31/2023,USD,CA,336,343,346,225,29,75.6,121,99.13,111.61,23,0.2,94.14,14.99,1.34
Vista National Insurance,Homeowners,12/31/2024,USD,CA,681,695,702,444,44,71.7,220,99,103.96,25,0.47,96.77,10.57,4.39
Vista National Insurance,Homeowners,12/31/2023,USD,FL,160,163,165,107,14,75.6,58,98.79,111.87,25,0.8,94.83,11.37,1.51
Vista National Insurance,Homeowners,12/31/2024,USD,FL,1576,1608,1624,1028,102,71.7,540,99.01,105.96,19,0.29,96.94,14.39,2.39
Vista National Insurance,Homeowners,12/31/2023,USD,MA,16,17,18,11,1,75,6,94.44,112.5,26,0.66,94.6,11.71,1.82
Vista National Insurance,Homeowners,12/31/2024,USD,MA,2612,2664,2691,1705,170,71.8,853,99,104.44,20,0.31,95.47,10.32,3.14
Vista National Insurance,Homeowners,12/31/2023,USD,MD,3,4,5,2,0,66.7,1,80,100,17,0.32,94.6,10.92,1.33
Vista National Insurance,Homeowners,12/31/2024,USD,MD,2031,2072,2093,1325,132,71.7,665,99,104.48,26,0.66,95.49,14.19,4.24
Vista National Insurance,Homeowners,12/31/2023,USD,NC,175,179,181,117,15,75.4,63,98.9,111.43,17,0.29,94.89,12.8,1.49
Vista National Insurance,Homeowners,12/31/2024,USD,NC,1835,1872,1891,1198,119,71.8,645,99,106.92,23,0.73,95.43,12.31,2.47
Vista National Insurance,Homeowners,12/31/2023,USD,NJ,11,12,13,7,1,72.7,4,92.31,109.09,19,0.29,95.3,13.3,1.67
Vista National Insurance,Homeowners,12/31/2024,USD,NJ,97,99,100,63,6,71.1,33,99,105.15,18,0.39,97.6,13.28,3.84
Vista National Insurance,Homeowners,12/31/2023,USD,NY,205,209,211,137,17,75.1,74,99.05,111.22,24,0.85,95.59,13.87,1.14
Vista National Insurance,Homeowners,12/31/2024,USD,NY,256,261,264,167,17,71.9,94,98.86,108.59,25,0.87,97.62,11.61,3.97
Vista National Insurance,Homeowners,12/31/2023,USD,OR,496,506,511,332,42,75.4,179,99.02,111.49,21,0.51,94.07,11.89,1.45
Vista National Insurance,Homeowners,12/31/2024,USD,OR,230,235,237,150,15,71.7,77,99.16,105.22,25,0.81,95.53,10.99,3.08
Vista National Insurance,Homeowners,12/31/2023,USD,VA,15,16,17,10,1,73.3,5,94.12,106.67,17,0.77,94.41,10.28,1.33
Vista National Insurance,Homeowners,12/31/2024,USD,VA,3,4,5,2,0,66.7,1,80,100,26,0.77,95.75,12.92,4.55
Vista National Insurance,Homeowners,12/31/2023,USD,WA,359,366,370,240,31,75.5,129,98.92,111.42,21,0.6,94.47,13.36,1.7
Vista National Insurance,Homeowners,12/31/2024,USD,WA,428,437,441,279,28,71.7,147,99.09,106.07,27,0.37,96.22,13.63,3.45
Vista National Insurance,Personal Auto,12/31/2023,USD,CA,2598,2676,2988,1697,208,73.3,840,89.56,105.66,21,3.3,94.11,12.45,2.21
Vista National Insurance,Personal Auto,12/31/2024,USD,CA,2508,2583,2857,1604,188,71.5,757,90.41,101.63,18,2.33,96.71,11.5,5.07
Vista National Insurance,Personal Auto,12/31/2023,USD,FL,4426,4559,5091,2892,354,73.3,1414,89.55,105.29,10,2.38,96.47,12.75,2.6
Vista National Insurance,Personal Auto,12/31/2024,USD,FL,544,560,620,348,41,71.5,168,90.32,102.39,20,3.46,95.68,14.95,6.48
Vista National Insurance,Personal Auto,12/31/2023,USD,MA,962,991,1107,629,77,73.4,305,89.52,105.09,28,2.71,95.17,10.5,2.95
Vista National Insurance,Personal Auto,12/31/2024,USD,MA,1711,1762,1949,1095,128,71.5,502,90.41,100.82,17,2.12,97.16,12.12,10
Vista National Insurance,Personal Auto,12/31/2023,USD,MD,10398,10710,11958,6793,832,73.3,3364,89.56,105.68,23,3.89,94,14.96,2.86
Vista National Insurance,Personal Auto,12/31/2024,USD,MD,1792,1846,2041,1146,134,71.4,550,90.45,102.12,15,3.37,96.48,10.19,5.45
Vista National Insurance,Personal Auto,12/31/2023,USD,NC,7678,7908,8829,5016,614,73.3,2386,89.57,104.4,24,2.14,95.54,14.67,2.72
Vista National Insurance,Personal Auto,12/31/2024,USD,NC,7,8,10,4,1,71.4,2,80,100,27,3.57,97,10.96,6.56
Vista National Insurance,Personal Auto,12/31/2023,USD,NJ,7588,7816,8726,4957,607,73.3,2488,89.57,106.11,15,2.97,96.74,12.93,2.69
Vista National Insurance,Personal Auto,12/31/2024,USD,NJ,176,181,200,113,13,71.6,54,90.5,102.27,13,2.92,95.89,11.73,6.78
Vista National Insurance,Personal Auto,12/31/2023,USD,NY,3644,3753,4191,2381,291,73.3,1202,89.55,106.31,19,3.48,94.91,12.62,2.13
Vista National Insurance,Personal Auto,12/31/2024,USD,NY,898,925,1023,574,67,71.4,270,90.42,101.45,12,3.02,96.32,14.86,6.63
Vista National Insurance,Personal Auto,12/31/2023,USD,OR,7695,7926,8849,5027,616,73.3,2487,89.57,105.65,21,2.4,95.39,10.31,2.12
Vista National Insurance,Personal Auto,12/31/2024,USD,OR,1403,1445,1597,897,105,71.4,415,90.48,101,25,2.54,95.46,11.37,8.38
Vista National Insurance,Personal Auto,12/31/2023,USD,VA,3612,3720,4153,2360,289,73.3,1188,89.57,106.23,18,2.07,94.48,13.27,2.45
Vista National Insurance,Personal Auto,12/31/2024,USD,VA,711,732,809,455,53,71.4,211,90.48,101.13,12,3.93,97.28,10.15,6.19
Vista National Insurance,Personal Auto,12/31/2023,USD,WA,4678,4818,5379,3056,374,73.3,1519,89.57,105.79,27,2.25,94.17,12.3,2.05
Vista National Insurance,Personal Auto,12/31/2024,USD,WA,173,178,197,111,13,71.7,52,90.36,101.73,15,3.46,95.38,12.5,7.38
Vista National Insurance,Workers Comp,12/31/2023,USD,CA,609,621,746,426,43,77,150,83.24,101.64,401,18.54,97.58,-1.47,0.5
Vista National Insurance,Workers Comp,12/31/2024,USD,CA,21,22,27,14,1,71.4,5,81.48,95.24,408,17.74,95.86,-1.47,0.45
Vista National Insurance,Workers Comp,12/31/2023,USD,FL,112,114,137,78,8,76.8,27,83.21,100.89,185,12,96.26,-1.47,1.57
Vista National Insurance,Workers Comp,12/31/2024,USD,FL,220,224,262,146,14,72.7,57,85.5,98.64,381,14.85,97.96,-1.47,0.06
Vista National Insurance,Workers Comp,12/31/2023,USD,MA,88,90,108,62,6,77.3,21,83.33,101.14,366,15.13,95.62,-1.47,0.83
Vista National Insurance,Workers Comp,12/31/2024,USD,MA,9,10,13,6,1,77.8,2,76.92,100,160,16.86,98.39,-1.47,0.06
Vista National Insurance,Workers Comp,12/31/2023,USD,MD,54,55,67,38,4,77.8,13,82.09,101.85,171,16.99,96.62,-1.47,1.41
Vista National Insurance,Workers Comp,12/31/2024,USD,MD,122,124,145,81,8,73,30,85.52,97.54,465,18.82,96.59,-1.47,0.02
Vista National Insurance,Workers Comp,12/31/2023,USD,NC,29,30,37,20,2,75.9,7,81.08,100,276,19.06,97.42,-1.47,0.88
Vista National Insurance,Workers Comp,12/31/2024,USD,NC,41,42,50,27,3,73.2,10,84,97.56,466,15.85,97.65,-1.47,0.4
Vista National Insurance,Workers Comp,12/31/2023,USD,NJ,5,6,8,4,0,80,1,75,100,278,15.88,95.99,-1.47,0.12
Vista National Insurance,Workers Comp,12/31/2024,USD,NJ,107,109,128,71,7,72.9,27,85.16,98.13,536,15.94,96.88,-1.47,0.4
Vista National Insurance,Workers Comp,12/31/2023,USD,NY,125,128,154,88,9,77.6,31,83.12,102.4,221,12.6,96.85,-1.47,0.83
Vista National Insurance,Workers Comp,12/31/2024,USD,NY,56,57,67,37,4,73.2,14,85.07,98.21,351,17.4,96.65,-1.47,0.37
Vista National Insurance,Workers Comp,12/31/2023,USD,OR,134,137,164,94,9,76.9,31,83.54,100,250,16.37,96.91,-1.47,0.83
Vista National Insurance,Workers Comp,12/31/2024,USD,OR,26,27,33,17,2,73.1,6,81.82,96.15,502,18.79,97.06,-1.47,0.02
Vista National Insurance,Workers Comp,12/31/2023,USD,VA,89,91,110,62,6,76.4,21,82.73,100,204,13.34,96.62,-1.47,0.86
Vista National Insurance,Workers Comp,12/31/2024,USD,VA,158,161,189,105,10,72.8,40,85.19,98.1,318,18.47,98.11,-1.47,0.35
Vista National Insurance,Workers Comp,12/31/2023,USD,WA,172,175,211,120,12,76.7,44,82.94,102.33,397,19.37,96.97,-1.47,1.6
Vista National Insurance,Workers Comp,12/31/2024,USD,WA,229,234,274,152,15,72.9,54,85.4,96.51,616,10,98.83,-1.47,0.25
